60	 96
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	h11	 h12	 h21	 h22	
5151	22.10	13.00	0	0.187	268	680	116.30	0.333	-0.961	0.469	 -0.041	 -0.041	 0.531	
5152	22.10	13.26	0	0.075	234	538	122.43	0.021	-0.606	0.492	 -0.018	 -0.018	 0.508	
5153	22.10	13.52	0	0.090	232	525	125.00	0.147	-0.131	0.492	 -0.022	 -0.022	 0.508	
5154	22.10	13.78	0	0.086	228	472	127.33	0.135	-0.540	0.494	 -0.022	 -0.022	 0.506	
5155	22.10	14.04	0	0.072	228	514	124.50	0.005	-0.245	0.493	 -0.018	 -0.018	 0.507	
5156	22.10	14.30	0	0.072	227	537	123.46	0.241	0.156	0.493	 -0.017	 -0.017	 0.507	
5157	22.10	14.56	0	0.065	240	559	125.86	0.374	0.412	0.495	 -0.016	 -0.016	 0.505	
5158	22.10	14.82	0	0.095	241	564	127.96	0.182	-0.452	0.494	 -0.024	 -0.024	 0.506	
5159	22.10	15.08	0	0.072	246	566	122.79	0.373	0.568	0.492	 -0.017	 -0.017	 0.508	
5160	22.10	15.34	0	0.084	239	569	125.21	0.612	1.284	0.493	 -0.021	 -0.021	 0.507	
5161	22.36	0.00	0	0.035	238	463	123.94	0.141	-0.550	0.497	 -0.008	 -0.008	 0.503	
5162	22.36	0.26	0	0.035	246	483	124.50	0.077	-0.737	0.497	 -0.008	 -0.008	 0.503	
5163	22.36	0.52	0	0.035	246	507	128.18	0.107	-0.807	0.498	 -0.009	 -0.009	 0.502	
5164	22.36	0.78	0	0.010	240	510	73.89	0.185	-0.958	0.508	 -0.005	 -0.005	 0.492	
5165	22.36	1.04	0	0.023	253	554	126.95	0.203	-0.770	0.498	 -0.006	 -0.006	 0.502	
5166	22.36	1.30	0	0.030	244	495	127.64	-0.062	-0.929	0.498	 -0.007	 -0.007	 0.502	
5167	22.36	1.56	0	0.039	240	489	123.01	-0.118	-0.812	0.496	 -0.009	 -0.009	 0.504	
5168	22.36	1.82	0	0.023	239	495	128.51	-0.081	-0.970	0.499	 -0.006	 -0.006	 0.501	
5169	22.36	2.08	0	0.020	228	425	123.54	-0.353	-0.506	0.498	 -0.005	 -0.005	 0.502	
5170	22.36	2.34	0	0.042	215	503	126.01	-0.041	-0.691	0.497	 -0.010	 -0.010	 0.503	
5171	22.36	2.60	0	0.043	230	481	122.23	-0.289	-0.508	0.495	 -0.010	 -0.010	 0.505	
5172	22.36	2.86	0	0.030	218	473	113.58	-0.073	-0.713	0.495	 -0.006	 -0.006	 0.505	
5173	22.36	3.12	0	0.034	220	506	120.22	-0.161	-0.648	0.496	 -0.008	 -0.008	 0.504	
5174	22.36	3.38	0	0.030	248	513	136.93	0.042	-0.910	0.501	 -0.008	 -0.008	 0.499	
5175	22.36	3.64	0	0.023	219	437	97.38	-0.313	-0.425	0.494	 -0.001	 -0.001	 0.506	
5176	22.36	3.90	0	0.043	224	514	109.61	-0.011	-0.348	0.491	 -0.007	 -0.007	 0.509	
5177	22.36	4.16	0	0.054	222	494	117.46	-0.327	-0.491	0.492	 -0.011	 -0.011	 0.508	
5178	22.36	4.42	0	0.030	240	519	61.01	-0.496	-0.419	0.496	 0.007	 0.007	 0.504	
5179	22.36	4.68	0	0.042	231	570	105.64	0.154	-0.730	0.491	 -0.006	 -0.006	 0.509	
5180	22.36	4.94	0	0.108	205	542	112.70	-0.045	-0.313	0.480	 -0.020	 -0.020	 0.520	
5181	22.36	5.20	0	0.050	222	521	108.66	0.040	-0.455	0.490	 -0.008	 -0.008	 0.510	
5182	22.36	5.46	0	0.065	205	584	117.69	-0.012	-0.523	0.490	 -0.014	 -0.014	 0.510	
5183	22.36	5.72	0	0.005	269	482	60.53	-0.166	-0.842	0.499	 0.001	 0.001	 0.501	
5184	22.36	5.98	0	0.049	222	523	109.91	0.167	-0.604	0.490	 -0.008	 -0.008	 0.510	
5185	22.36	6.24	0	0.073	221	577	116.59	0.053	-0.716	0.489	 -0.015	 -0.015	 0.511	
5186	22.36	6.50	0	0.064	226	555	113.83	-0.083	-0.864	0.489	 -0.012	 -0.012	 0.511	
5187	22.36	6.76	0	0.049	241	526	102.99	-0.306	-0.393	0.489	 -0.006	 -0.006	 0.511	
5188	22.36	7.02	0	0.064	228	535	110.70	-0.055	-0.301	0.488	 -0.011	 -0.011	 0.512	
5189	22.36	7.28	0	0.086	213	550	116.69	-0.141	-0.621	0.487	 -0.018	 -0.018	 0.513	
5190	22.36	7.54	0	0.067	226	547	114.44	0.084	-0.515	0.489	 -0.013	 -0.013	 0.511	
5191	22.36	7.80	0	0.107	243	633	114.58	0.438	0.903	0.482	 -0.021	 -0.021	 0.518	
5192	22.36	8.06	0	0.079	242	583	115.52	0.098	0.035	0.487	 -0.016	 -0.016	 0.513	
5193	22.36	8.32	0	0.117	225	607	119.11	0.145	-0.721	0.484	 -0.026	 -0.026	 0.516	
5194	22.36	8.58	0	0.129	289	765	112.28	1.046	1.379	0.476	 -0.024	 -0.024	 0.524	
5195	22.36	8.84	1	0.672	1737	43539	120.79	1.257	0.401	0.380	 -0.223	 -0.223	 0.620	
5196	22.36	9.10	1	0.671	2742	46107	117.28	1.531	1.188	0.354	 -0.206	 -0.206	 0.646	
5197	22.36	9.36	1	0.751	2643	61119	113.77	1.196	-0.004	0.297	 -0.222	 -0.222	 0.703	
5198	22.36	9.62	1	0.620	6402	60284	110.18	1.000	-0.584	0.329	 -0.145	 -0.145	 0.671	
5199	22.36	9.88	1	0.499	7714	52993	123.95	0.503	-1.257	0.437	 -0.154	 -0.154	 0.563	
5200	22.36	10.14	1	0.479	8649	56701	122.98	0.650	-0.885	0.436	 -0.144	 -0.144	 0.564	
5201	22.36	10.40	1	0.010	11473	35255	68.10	0.380	-0.695	0.517	 -0.017	 -0.017	 0.483	
5202	22.36	10.66	1	0.010	5648	25897	117.90	0.596	0.243	0.533	 0.048	 0.048	 0.467	
5203	22.36	10.92	1	0.628	4197	44921	26.48	0.601	-1.184	0.638	 0.183	 0.183	 0.362	
5204	22.36	11.18	1	0.114	10493	27487	43.13	0.804	0.164	0.502	 0.030	 0.030	 0.498	
5205	22.36	11.44	1	0.545	6777	54564	110.91	0.792	-0.734	0.360	 -0.125	 -0.125	 0.640	
5206	22.36	11.70	1	0.643	5218	57905	106.09	1.115	-0.261	0.300	 -0.126	 -0.126	 0.700	
5207	22.36	11.96	1	0.723	2615	60441	107.59	1.903	2.712	0.269	 -0.163	 -0.163	 0.731	
5208	22.36	12.22	1	0.710	4266	62222	101.19	1.178	0.034	0.245	 -0.105	 -0.105	 0.755	
5209	22.36	12.48	1	0.618	5277	59687	100.95	0.921	-0.725	0.293	 -0.083	 -0.083	 0.707	
5210	22.36	12.74	1	0.737	2941	62853	98.78	0.975	-0.598	0.222	 -0.088	 -0.088	 0.778	
5211	22.36	13.00	1	0.835	1732	62487	94.47	1.843	1.954	0.146	 -0.056	 -0.056	 0.854	
5212	22.36	13.26	0	0.089	261	505	111.88	-0.350	-0.741	0.483	 -0.016	 -0.016	 0.517	
5213	22.36	13.52	0	0.080	226	506	125.70	0.170	-0.517	0.493	 -0.020	 -0.020	 0.507	
5214	22.36	13.78	0	0.081	231	514	124.43	0.034	-0.227	0.492	 -0.020	 -0.020	 0.508	
5215	22.36	14.04	0	0.028	222	413	134.08	-0.268	-0.470	0.500	 -0.007	 -0.007	 0.500	
5216	22.36	14.30	0	0.078	233	515	122.65	0.271	-0.241	0.491	 -0.019	 -0.019	 0.509	
5217	22.36	14.56	0	0.072	236	525	126.42	0.319	-0.283	0.494	 -0.018	 -0.018	 0.506	
5218	22.36	14.82	0	0.068	221	536	123.38	0.518	0.437	0.493	 -0.016	 -0.016	 0.507	
5219	22.36	15.08	0	0.088	246	575	127.45	0.096	-0.341	0.494	 -0.022	 -0.022	 0.506	
5220	22.36	15.34	0	0.096	237	534	134.67	0.382	-0.688	0.500	 -0.025	 -0.025	 0.500	
5221	22.62	0.00	0	0.049	251	503	131.10	0.214	-0.815	0.498	 -0.012	 -0.012	 0.502	
5222	22.62	0.26	0	0.059	265	549	111.70	0.319	0.367	0.489	 -0.011	 -0.011	 0.511	
5223	22.62	0.52	0	0.049	251	563	128.11	0.344	-0.703	0.497	 -0.012	 -0.012	 0.503	
5224	22.62	0.78	0	0.035	244	539	106.30	0.215	-0.503	0.493	 -0.005	 -0.005	 0.507	
5225	22.62	1.04	0	0.046	248	509	126.98	0.041	-0.815	0.497	 -0.011	 -0.011	 0.503	
5226	22.62	1.30	0	0.035	243	486	120.69	-0.099	-0.713	0.496	 -0.008	 -0.008	 0.504	
5227	22.62	1.56	0	0.124	258	601	52.24	0.656	-0.415	0.492	 0.032	 0.032	 0.508	
5228	22.62	1.82	0	0.040	230	503	116.42	-0.101	-0.637	0.494	 -0.008	 -0.008	 0.506	
5229	22.62	2.08	0	0.033	231	499	116.84	-0.079	-0.694	0.495	 -0.007	 -0.007	 0.505	
5230	22.62	2.34	0	0.037	215	476	118.48	-0.241	-0.541	0.495	 -0.008	 -0.008	 0.505	
5231	22.62	2.60	0	0.021	219	489	106.58	-0.381	-0.569	0.496	 -0.003	 -0.003	 0.504	
5232	22.62	2.86	0	0.045	224	514	111.66	-0.111	-0.439	0.492	 -0.008	 -0.008	 0.508	
5233	22.62	3.12	0	0.010	239	504	48.56	0.060	-0.926	0.501	 -0.010	 -0.010	 0.499	
5234	22.62	3.38	0	0.036	228	507	93.17	0.043	-0.178	0.491	 -0.001	 -0.001	 0.509	
5235	22.62	3.64	0	0.022	228	450	109.03	-0.649	-0.137	0.496	 -0.003	 -0.003	 0.504	
5236	22.62	3.90	0	0.057	219	520	113.44	-0.139	-0.520	0.490	 -0.011	 -0.011	 0.510	
5237	22.62	4.16	0	0.055	236	562	120.54	0.131	-0.699	0.493	 -0.012	 -0.012	 0.507	
5238	22.62	4.42	0	0.034	247	487	108.47	-0.466	-0.460	0.493	 -0.005	 -0.005	 0.507	
5239	22.62	4.68	0	0.033	219	437	106.69	-0.401	-0.588	0.493	 -0.005	 -0.005	 0.507	
5240	22.62	4.94	0	0.057	233	549	106.72	0.161	0.271	0.488	 -0.008	 -0.008	 0.512	
5241	22.62	5.20	0	0.039	206	445	112.70	-0.502	-0.545	0.493	 -0.007	 -0.007	 0.507	
5242	22.62	5.46	0	0.069	253	489	120.78	0.636	0.039	0.491	 -0.016	 -0.016	 0.509	
5243	22.62	5.72	0	0.053	208	475	93.06	-0.493	-0.058	0.487	 -0.001	 -0.001	 0.513	
5244	22.62	5.98	0	0.058	207	503	113.48	-0.203	-0.750	0.490	 -0.011	 -0.011	 0.510	
5245	22.62	6.24	0	0.072	220	557	118.02	0.031	-0.801	0.490	 -0.016	 -0.016	 0.510	
5246	22.62	6.50	0	0.066	220	563	111.36	0.089	-0.924	0.487	 -0.012	 -0.012	 0.513	
5247	22.62	6.76	0	0.070	244	556	116.33	0.002	-0.100	0.489	 -0.014	 -0.014	 0.511	
5248	22.62	7.02	0	0.095	251	631	117.76	0.056	-0.555	0.486	 -0.021	 -0.021	 0.514	
5249	22.62	7.28	0	0.076	234	599	111.42	0.232	-0.064	0.486	 -0.013	 -0.013	 0.514	
5250	22.62	7.54	0	0.088	241	634	113.11	-0.022	-0.674	0.484	 -0.017	 -0.017	 0.516	
5251	22.62	7.80	0	0.095	218	572	117.88	0.054	-0.617	0.486	 -0.021	 -0.021	 0.514	
5252	22.62	8.06	0	0.096	217	552	119.68	-0.104	-0.725	0.487	 -0.022	 -0.022	 0.513	
5253	22.62	8.32	0	0.110	253	709	115.26	0.095	-1.003	0.482	 -0.022	 -0.022	 0.518	
5254	22.62	8.58	0	0.117	299	659	103.18	-0.188	-0.731	0.472	 -0.014	 -0.014	 0.528	
5255	22.62	8.84	0	0.154	323	833	116.29	0.333	-0.823	0.475	 -0.033	 -0.033	 0.525	
5256	22.62	9.10	1	0.609	1253	14672	107.74	0.972	0.226	0.322	 -0.127	 -0.127	 0.678	
5257	22.62	9.36	1	0.692	2048	36187	115.94	1.636	1.454	0.337	 -0.208	 -0.208	 0.663	
5258	22.62	9.62	1	0.564	4131	42511	130.48	1.030	-0.174	0.469	 -0.194	 -0.194	 0.531	
5259	22.62	9.88	1	0.480	4918	30095	102.42	0.538	-0.792	0.357	 -0.066	 -0.066	 0.643	
5260	22.62	10.14	1	0.317	749	2427	79.58	0.615	-1.076	0.412	 0.033	 0.033	 0.588	
5261	22.62	10.40	1	0.333	3311	14470	79.46	0.550	-1.123	0.407	 0.036	 0.036	 0.593	
5262	22.62	10.66	1	0.325	4865	30884	42.01	1.463	1.479	0.510	 0.097	 0.097	 0.490	
5263	22.62	10.92	1	0.430	7290	32462	39.49	0.518	-1.240	0.526	 0.134	 0.134	 0.474	
5264	22.62	11.18	1	0.450	6010	41582	112.92	1.356	0.331	0.399	 -0.104	 -0.104	 0.601	
5265	22.62	11.44	1	0.513	6348	47637	109.72	0.517	-1.096	0.367	 -0.110	 -0.110	 0.633	
5266	22.62	11.70	1	0.490	7409	54538	108.27	0.663	-0.479	0.370	 -0.097	 -0.097	 0.630	
5267	22.62	11.96	1	0.734	2596	45494	103.20	1.193	-0.148	0.240	 -0.129	 -0.129	 0.760	
5268	22.62	12.22	1	0.648	5666	59495	99.17	0.850	-0.706	0.273	 -0.075	 -0.075	 0.727	
5269	22.62	12.48	1	0.716	3003	58281	99.99	0.974	-0.478	0.238	 -0.095	 -0.095	 0.762	
5270	22.62	12.74	1	0.748	3032	61057	93.89	1.572	1.224	0.204	 -0.040	 -0.040	 0.796	
5271	22.62	13.00	0	0.134	278	591	93.78	0.444	-0.576	0.464	 -0.005	 -0.005	 0.536	
5272	22.62	13.26	0	0.080	238	526	117.93	-0.642	0.345	0.488	 -0.017	 -0.017	 0.512	
5273	22.62	13.52	0	0.088	233	519	118.82	-0.020	-0.552	0.488	 -0.019	 -0.019	 0.512	
5274	22.62	13.78	0	0.098	247	537	121.44	-0.264	-0.240	0.488	 -0.023	 -0.023	 0.512	
5275	22.62	14.04	0	0.010	247	493	45.46	0.282	-0.175	0.500	 -0.018	 -0.018	 0.500	
5276	22.62	14.30	0	0.062	234	525	126.46	0.338	-0.367	0.495	 -0.015	 -0.015	 0.505	
5277	22.62	14.56	0	0.071	250	554	113.40	0.241	-0.512	0.487	 -0.013	 -0.013	 0.513	
5278	22.62	14.82	0	0.079	250	598	121.61	0.369	0.415	0.491	 -0.018	 -0.018	 0.509	
5279	22.62	15.08	0	0.010	246	510	71.34	-0.184	-0.559	0.510	 -0.008	 -0.008	 0.490	
5280	22.62	15.34	0	0.061	257	524	116.76	-0.136	-0.602	0.491	 -0.013	 -0.013	 0.509	
5281	22.88	0.00	0	0.010	243	460	47.78	0.128	-0.795	0.501	 -0.007	 -0.007	 0.499	
5282	22.88	0.26	0	0.049	234	505	124.06	0.138	-0.607	0.495	 -0.012	 -0.012	 0.505	
5283	22.88	0.52	0	0.039	243	501	118.09	0.216	-0.616	0.494	 -0.008	 -0.008	 0.506	
5284	22.88	0.78	0	0.031	239	499	124.08	0.100	-0.884	0.497	 -0.007	 -0.007	 0.503	
5285	22.88	1.04	0	0.052	219	514	101.03	-0.058	0.087	0.488	 -0.005	 -0.005	 0.512	
5286	22.88	1.30	0	0.037	239	507	119.42	0.073	-0.764	0.495	 -0.008	 -0.008	 0.505	
5287	22.88	1.56	0	0.030	242	496	117.92	-0.044	-0.789	0.496	 -0.006	 -0.006	 0.504	
5288	22.88	1.82	0	0.040	235	525	121.11	-0.059	-0.617	0.495	 -0.009	 -0.009	 0.505	
5289	22.88	2.08	0	0.033	226	462	125.40	-0.115	-0.714	0.497	 -0.008	 -0.008	 0.503	
5290	22.88	2.34	0	0.039	230	502	120.50	-0.053	-0.560	0.495	 -0.009	 -0.009	 0.505	
5291	22.88	2.60	0	0.037	231	478	122.97	0.011	-0.635	0.496	 -0.009	 -0.009	 0.504	
5292	22.88	2.86	0	0.029	223	492	89.44	0.061	-0.776	0.493	 0.000	 0.000	 0.507	
5293	22.88	3.12	0	0.018	235	458	120.28	-0.492	0.236	0.498	 -0.004	 -0.004	 0.502	
5294	22.88	3.38	0	0.035	224	508	109.09	-0.020	-0.379	0.493	 -0.005	 -0.005	 0.507	
5295	22.88	3.64	0	0.110	232	581	59.17	0.127	-0.867	0.486	 0.026	 0.026	 0.514	
5296	22.88	3.90	0	0.055	205	483	115.01	-0.058	-0.501	0.491	 -0.011	 -0.011	 0.509	
5297	22.88	4.16	0	0.035	271	469	113.03	-0.193	-0.953	0.494	 -0.006	 -0.006	 0.506	
5298	22.88	4.42	0	0.047	221	499	113.63	-0.132	-0.317	0.492	 -0.009	 -0.009	 0.508	
5299	22.88	4.68	0	0.050	211	499	115.57	-0.235	-0.456	0.492	 -0.010	 -0.010	 0.508	
5300	22.88	4.94	0	0.046	224	496	105.15	-0.031	-0.160	0.490	 -0.006	 -0.006	 0.510	
5301	22.88	5.20	0	0.054	226	525	100.98	0.072	-0.824	0.487	 -0.005	 -0.005	 0.513	
5302	22.88	5.46	0	0.048	206	450	112.83	-0.267	-0.643	0.491	 -0.009	 -0.009	 0.509	
5303	22.88	5.72	0	0.057	217	504	113.05	-0.216	-0.652	0.490	 -0.011	 -0.011	 0.510	
5304	22.88	5.98	0	0.068	225	540	112.19	-0.104	-0.520	0.487	 -0.012	 -0.012	 0.513	
5305	22.88	6.24	0	0.070	226	571	111.88	0.109	-0.469	0.487	 -0.013	 -0.013	 0.513	
5306	22.88	6.50	0	0.065	227	541	116.90	-0.057	-0.833	0.490	 -0.014	 -0.014	 0.510	
5307	22.88	6.76	0	0.065	232	568	117.91	0.083	-0.998	0.491	 -0.014	 -0.014	 0.509	
5308	22.88	7.02	0	0.070	234	541	116.32	0.194	-0.829	0.489	 -0.014	 -0.014	 0.511	
5309	22.88	7.28	0	0.059	234	511	115.67	-0.084	-0.722	0.491	 -0.012	 -0.012	 0.509	
5310	22.88	7.54	0	0.070	228	553	114.16	0.097	-0.422	0.488	 -0.014	 -0.014	 0.512	
5311	22.88	7.80	0	0.063	230	596	104.43	-0.247	-0.585	0.486	 -0.008	 -0.008	 0.514	
5312	22.88	8.06	0	0.090	217	582	118.61	0.055	-0.642	0.487	 -0.020	 -0.020	 0.513	
5313	22.88	8.32	0	0.107	262	651	120.51	0.179	-0.608	0.486	 -0.025	 -0.025	 0.514	
5314	22.88	8.58	0	0.095	236	568	119.69	0.006	-0.668	0.487	 -0.022	 -0.022	 0.513	
5315	22.88	8.84	0	0.102	240	578	116.55	0.030	-0.595	0.484	 -0.022	 -0.022	 0.516	
5316	22.88	9.10	0	0.109	256	614	116.60	-0.024	-0.813	0.483	 -0.023	 -0.023	 0.517	
5317	22.88	9.36	0	0.123	264	621	114.15	-0.055	-0.842	0.478	 -0.025	 -0.025	 0.522	
5318	22.88	9.62	0	0.267	458	1488	122.74	1.484	1.346	0.468	 -0.070	 -0.070	 0.532	
5319	22.88	9.88	1	0.781	1158	26277	143.41	1.233	0.008	0.593	 -0.307	 -0.307	 0.407	
5320	22.88	10.14	0	0.010	331	949	79.93	0.510	-0.607	0.526	 -0.009	 -0.009	 0.474	
5321	22.88	10.40	0	0.079	256	566	113.26	-0.310	-0.464	0.486	 -0.015	 -0.015	 0.514	
5322	22.88	10.66	0	0.078	209	546	111.70	0.563	1.010	0.485	 -0.014	 -0.014	 0.515	
5323	22.88	10.92	0	0.080	316	741	102.73	0.165	0.074	0.481	 -0.009	 -0.009	 0.519	
5324	22.88	11.18	0	0.010	520	1149	54.50	0.208	-1.019	0.508	 -0.024	 -0.024	 0.492	
5325	22.88	11.44	1	0.401	989	5445	141.05	0.661	-0.695	0.526	 -0.122	 -0.122	 0.474	
5326	22.88	11.70	1	0.270	3961	31359	129.87	-0.022	-0.485	0.486	 -0.077	 -0.077	 0.514	
5327	22.88	11.96	1	0.587	3914	55514	101.54	1.124	0.173	0.309	 -0.081	 -0.081	 0.691	
5328	22.88	12.22	1	0.653	3029	46572	99.65	0.858	-0.519	0.271	 -0.080	 -0.080	 0.729	
5329	22.88	12.48	1	0.677	4547	62026	89.73	1.012	-0.392	0.244	 0.002	 0.002	 0.756	
5330	22.88	12.74	1	0.730	3047	62136	97.50	1.189	0.072	0.222	 -0.074	 -0.074	 0.778	
5331	22.88	13.00	1	0.781	2510	62765	93.64	1.978	2.599	0.182	 -0.041	 -0.041	 0.818	
5332	22.88	13.26	0	0.105	238	528	115.99	-0.029	-0.039	0.483	 -0.022	 -0.022	 0.517	
5333	22.88	13.52	0	0.091	241	535	112.73	-0.103	0.190	0.483	 -0.017	 -0.017	 0.517	
5334	22.88	13.78	0	0.082	244	521	120.55	-0.154	-0.473	0.490	 -0.019	 -0.019	 0.510	
5335	22.88	14.04	0	0.090	222	471	126.20	0.320	-0.442	0.493	 -0.023	 -0.023	 0.507	
5336	22.88	14.30	0	0.070	238	570	109.01	0.474	-0.360	0.486	 -0.011	 -0.011	 0.514	
5337	22.88	14.56	0	0.064	233	546	122.66	0.412	0.021	0.493	 -0.015	 -0.015	 0.507	
5338	22.88	14.82	0	0.070	226	550	118.79	0.554	0.754	0.490	 -0.015	 -0.015	 0.510	
5339	22.88	15.08	0	0.079	241	559	122.58	0.538	0.901	0.491	 -0.019	 -0.019	 0.509	
5340	22.88	15.34	0	0.051	210	383	129.93	0.094	-1.026	0.498	 -0.013	 -0.013	 0.502	
5341	23.14	0.00	0	0.036	230	459	125.34	-0.202	-0.486	0.497	 -0.009	 -0.009	 0.503	
5342	23.14	0.26	0	0.051	240	488	130.03	0.116	-0.931	0.498	 -0.013	 -0.013	 0.502	
5343	23.14	0.52	0	0.040	245	525	127.00	0.080	-0.886	0.497	 -0.010	 -0.010	 0.503	
5344	23.14	0.78	0	0.073	281	590	134.62	1.015	0.984	0.500	 -0.019	 -0.019	 0.500	
5345	23.14	1.04	0	0.033	242	523	111.70	0.001	-0.460	0.494	 -0.006	 -0.006	 0.506	
5346	23.14	1.30	0	0.037	243	540	124.40	0.168	-0.864	0.497	 -0.009	 -0.009	 0.503	
5347	23.14	1.56	0	0.041	245	514	118.13	0.011	-0.653	0.494	 -0.009	 -0.009	 0.506	
5348	23.14	1.82	0	0.047	231	513	125.96	0.143	-0.799	0.496	 -0.011	 -0.011	 0.504	
5349	23.14	2.08	0	0.046	233	515	115.15	-0.024	-0.785	0.492	 -0.009	 -0.009	 0.508	
5350	23.14	2.34	0	0.029	245	495	105.28	-0.270	-0.670	0.494	 -0.004	 -0.004	 0.506	
5351	23.14	2.60	0	0.019	233	464	94.97	0.041	-0.727	0.495	 -0.001	 -0.001	 0.505	
5352	23.14	2.86	0	0.261	373	2404	130.32	1.069	0.429	0.488	 -0.074	 -0.074	 0.512	
5353	23.14	3.12	0	0.047	241	513	84.70	0.170	0.111	0.488	 0.002	 0.002	 0.512	
5354	23.14	3.38	0	0.033	220	474	103.95	-0.402	-0.550	0.493	 -0.004	 -0.004	 0.507	
5355	23.14	3.64	0	0.029	229	483	126.03	-0.229	-0.794	0.498	 -0.007	 -0.007	 0.502	
5356	23.14	3.90	0	0.047	209	487	116.54	-0.230	-0.687	0.493	 -0.010	 -0.010	 0.507	
5357	23.14	4.16	0	0.037	221	502	115.60	-0.048	-0.686	0.494	 -0.007	 -0.007	 0.506	
5358	23.14	4.42	0	0.041	216	505	112.43	-0.180	-0.333	0.493	 -0.007	 -0.007	 0.507	
5359	23.14	4.68	0	0.033	251	538	98.54	0.197	-0.130	0.492	 -0.002	 -0.002	 0.508	
5360	23.14	4.94	0	0.042	214	476	111.89	-0.328	-0.379	0.492	 -0.007	 -0.007	 0.508	
5361	23.14	5.20	0	0.041	217	490	109.36	-0.419	-0.460	0.492	 -0.007	 -0.007	 0.508	
5362	23.14	5.46	0	0.054	218	507	113.10	-0.044	-0.448	0.490	 -0.010	 -0.010	 0.510	
5363	23.14	5.72	0	0.059	232	554	110.49	-0.048	-0.028	0.488	 -0.010	 -0.010	 0.512	
5364	23.14	5.98	0	0.052	222	524	111.33	-0.112	-0.716	0.490	 -0.009	 -0.009	 0.510	
5365	23.14	6.24	0	0.050	231	530	117.67	-0.037	-0.891	0.493	 -0.011	 -0.011	 0.507	
5366	23.14	6.50	0	0.056	237	558	107.04	0.185	-0.403	0.488	 -0.008	 -0.008	 0.512	
5367	23.14	6.76	0	0.060	216	528	113.89	0.042	-0.833	0.490	 -0.011	 -0.011	 0.510	
5368	23.14	7.02	0	0.069	209	537	75.38	-0.067	-0.471	0.484	 0.009	 0.009	 0.516	
5369	23.14	7.28	0	0.047	224	485	114.04	-0.568	-0.274	0.492	 -0.009	 -0.009	 0.508	
5370	23.14	7.54	0	0.093	221	589	113.96	-0.099	-0.334	0.484	 -0.018	 -0.018	 0.516	
5371	23.14	7.80	0	0.109	258	677	100.37	0.427	0.096	0.473	 -0.010	 -0.010	 0.527	
5372	23.14	8.06	0	0.088	223	487	108.60	-0.826	0.491	0.482	 -0.014	 -0.014	 0.518	
5373	23.14	8.32	0	0.087	214	522	115.22	-0.293	-0.379	0.486	 -0.018	 -0.018	 0.514	
5374	23.14	8.58	0	0.076	251	571	120.31	0.068	-1.016	0.490	 -0.017	 -0.017	 0.510	
5375	23.14	8.84	0	0.076	245	575	107.69	-0.282	-0.435	0.484	 -0.011	 -0.011	 0.516	
5376	23.14	9.10	0	0.074	240	529	116.41	0.136	0.331	0.488	 -0.015	 -0.015	 0.512	
5377	23.14	9.36	0	0.039	272	564	125.52	0.372	-0.961	0.497	 -0.009	 -0.009	 0.503	
5378	23.14	9.62	0	0.082	235	549	123.18	-0.023	-0.862	0.491	 -0.020	 -0.020	 0.509	
5379	23.14	9.88	0	0.091	258	582	114.90	0.252	-0.396	0.485	 -0.018	 -0.018	 0.515	
5380	23.14	10.14	0	0.085	247	574	111.62	-0.304	-0.052	0.484	 -0.015	 -0.015	 0.516	
5381	23.14	10.40	0	0.080	231	596	69.01	-0.065	-0.216	0.485	 0.014	 0.014	 0.515	
5382	23.14	10.66	0	0.066	225	541	103.60	-0.068	-0.030	0.485	 -0.008	 -0.008	 0.515	
5383	23.14	10.92	0	0.091	247	592	118.72	0.055	-0.677	0.487	 -0.020	 -0.020	 0.513	
5384	23.14	11.18	0	0.090	259	597	118.95	0.065	-0.336	0.487	 -0.020	 -0.020	 0.513	
5385	23.14	11.44	0	0.091	272	540	114.08	-0.190	-0.715	0.484	 -0.018	 -0.018	 0.516	
5386	23.14	11.70	0	0.042	319	674	172.00	-0.236	-0.140	0.510	 -0.003	 -0.003	 0.490	
5387	23.14	11.96	0	0.126	270	600	125.26	0.301	-0.800	0.489	 -0.032	 -0.032	 0.511	
5388	23.14	12.22	1	0.320	2599	19847	172.54	1.585	2.129	0.592	 -0.025	 -0.025	 0.408	
5389	23.14	12.48	1	0.503	8515	55066	92.78	1.196	-0.291	0.333	 -0.016	 -0.016	 0.667	
5390	23.14	12.74	1	0.713	3009	61853	90.68	1.415	0.701	0.223	 -0.007	 -0.007	 0.777	
5391	23.14	13.00	1	0.443	270	2403	93.96	2.295	4.476	0.359	 -0.020	 -0.020	 0.641	
5392	23.14	13.26	0	0.049	241	476	129.88	-0.151	-0.090	0.498	 -0.012	 -0.012	 0.502	
5393	23.14	13.52	0	0.078	234	508	126.36	-0.148	-0.087	0.494	 -0.019	 -0.019	 0.506	
5394	23.14	13.78	0	0.087	209	426	135.87	1.107	1.187	0.501	 -0.023	 -0.023	 0.499	
5395	23.14	14.04	0	0.069	215	519	125.76	0.056	0.087	0.494	 -0.017	 -0.017	 0.506	
5396	23.14	14.30	0	0.065	233	590	120.04	0.596	1.193	0.492	 -0.014	 -0.014	 0.508	
