112	 179
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	
17306	40.04	14.82	0	0.045	230	488	45.09	0.339	-0.753	
17307	40.04	15.08	0	0.046	240	476	49.25	0.429	-0.753	
17308	40.04	15.34	0	0.069	261	503	62.75	0.057	-0.444	
17309	40.04	15.60	0	0.044	242	474	52.19	0.327	-0.716	
17310	40.04	15.86	0	0.043	253	481	55.55	0.242	-0.791	
17311	40.04	16.12	0	0.043	254	481	58.33	0.241	-0.735	
17312	40.04	16.38	0	0.049	253	478	62.52	0.350	-0.566	
17313	40.04	16.64	0	0.046	268	484	63.63	0.328	-0.393	
17314	40.04	16.90	0	0.051	263	490	67.66	0.281	-0.512	
17315	40.04	17.16	0	0.049	275	500	71.39	0.240	-0.599	
17316	40.04	17.42	0	0.053	264	503	76.38	0.249	-0.484	
17317	40.04	17.68	0	0.076	352	584	74.67	0.858	-0.105	
17318	40.04	17.94	0	0.081	272	511	66.87	0.305	0.150	
17319	40.04	18.20	0	0.114	294	602	60.47	0.776	0.361	
17320	40.04	18.46	0	0.108	300	646	56.36	0.665	0.173	
17321	40.04	18.72	0	0.107	283	601	63.50	0.891	0.302	
17322	40.04	18.98	1	0.633	2121	23988	143.71	0.957	-0.517	
17323	40.04	19.24	1	0.516	7361	44130	155.91	0.665	-1.103	
17324	40.04	19.50	1	0.367	3336	12247	138.94	0.291	-1.295	
17325	40.04	19.76	1	0.195	10250	23230	7.24	0.582	-0.298	
17326	40.04	20.02	1	0.272	3269	10910	149.73	0.276	-1.115	
17327	40.04	20.28	1	0.066	2594	4710	2.76	-0.341	-0.533	
17328	40.04	20.54	1	0.207	1247	3150	156.22	0.360	-0.960	
17329	40.04	20.80	1	0.071	792	1521	129.47	0.550	-0.195	
17330	40.04	21.06	1	0.161	985	1860	155.54	0.255	-1.089	
17331	40.04	21.32	1	0.040	662	883	165.06	-0.396	-0.945	
17332	40.04	21.58	1	0.014	502	708	57.92	0.118	-0.817	
17333	40.04	21.84	1	0.029	316	503	41.93	0.154	-0.689	
17334	40.04	22.10	1	0.019	321	496	170.53	-0.525	-0.544	
17335	40.04	22.36	1	0.028	329	494	145.09	-0.318	-1.012	
17336	40.04	22.62	1	0.075	229	376	140.00	-0.117	-0.923	
17337	40.04	22.88	1	0.158	200	409	134.23	-0.071	-1.593	
17338	40.04	23.14	1	0.091	278	447	144.12	-0.254	-1.332	
17339	40.04	23.40	1	0.059	261	409	141.32	0.025	-0.750	
17340	40.04	23.66	1	0.091	219	361	140.24	-0.282	-1.367	
17341	40.04	23.92	1	0.140	172	325	136.59	-0.169	-1.604	
17342	40.04	24.18	1	0.097	254	432	136.60	-0.070	-1.584	
17343	40.04	24.44	1	0.043	247	384	147.05	-0.133	-0.880	
17344	40.04	24.70	1	0.056	323	461	137.84	-0.279	-1.379	
17345	40.04	24.96	1	0.087	2782	5510	101.75	0.359	-0.330	
17346	40.04	25.22	1	0.154	1991	5554	95.77	0.316	-1.048	
17347	40.04	25.48	1	0.153	234	544	100.65	-0.060	-1.028	
17348	40.04	25.74	0	0.110	199	502	113.08	-0.024	-0.287	
17349	40.04	26.00	0	0.109	187	504	113.36	-0.038	-0.466	
17350	40.04	26.26	0	0.101	196	497	112.99	0.073	-0.466	
17351	40.04	26.52	0	0.065	237	536	124.97	0.039	-0.828	
17352	40.04	26.78	0	0.114	203	519	108.21	-0.102	-0.328	
17353	40.04	27.04	0	0.117	243	687	39.82	1.788	3.150	
17354	40.04	27.30	0	0.110	181	499	118.51	0.014	-0.441	
17355	40.04	27.56	0	0.190	270	888	119.34	1.478	1.707	
17356	40.04	27.82	0	0.093	178	494	118.73	-0.032	-0.488	
17357	40.04	28.08	0	0.085	188	501	119.90	-0.035	-0.504	
17358	40.04	28.34	0	0.054	233	538	117.30	0.091	-0.342	
17359	40.04	28.60	0	0.093	222	513	124.68	-0.026	-0.402	
17360	40.04	28.86	0	0.085	240	571	107.99	-0.178	-0.264	
17361	40.30	0.00	0	0.034	269	493	67.51	0.697	-0.003	
17362	40.30	0.26	0	0.057	272	535	47.86	0.404	-0.806	
17363	40.30	0.52	1	0.354	308	2405	35.97	2.527	5.792	
17364	40.30	0.78	1	0.838	1325	61638	34.08	1.036	-0.527	
17365	40.30	1.04	1	0.770	2249	56302	37.13	0.887	-0.741	
17366	40.30	1.30	1	0.750	2410	47449	37.14	0.918	-0.513	
17367	40.30	1.56	1	0.697	2647	32778	39.82	0.669	-1.258	
17368	40.30	1.82	1	0.726	2283	39845	46.05	1.058	-0.259	
17369	40.30	2.08	0	0.113	308	686	52.39	1.152	0.577	
17370	40.30	2.34	0	0.053	291	518	74.55	0.608	-0.224	
17371	40.30	2.60	0	0.085	340	640	78.14	0.244	-0.522	
17372	40.30	2.86	0	0.045	279	501	79.53	0.687	0.151	
17373	40.30	3.12	0	0.037	296	516	79.73	0.563	-0.022	
17374	40.30	3.38	0	0.037	299	512	74.03	0.606	0.006	
17375	40.30	3.64	0	0.039	287	511	80.62	0.605	0.029	
17376	40.30	3.90	0	0.042	291	505	75.68	0.515	-0.108	
17377	40.30	4.16	0	0.032	288	495	82.22	0.685	-0.055	
17378	40.30	4.42	0	0.044	317	550	93.86	0.974	0.646	
17379	40.30	4.68	0	0.060	294	508	90.84	0.732	0.158	
17380	40.30	4.94	0	0.068	306	526	84.44	0.018	-0.858	
17381	40.30	5.20	0	0.052	283	515	89.93	0.347	-0.468	
17382	40.30	5.46	0	0.033	280	503	77.68	0.482	-0.549	
17383	40.30	5.72	0	0.035	276	507	78.28	0.452	-0.475	
17384	40.30	5.98	0	0.039	268	506	79.09	0.423	-0.481	
17385	40.30	6.24	0	0.022	267	505	67.93	0.307	-0.627	
17386	40.30	6.50	0	0.031	279	499	74.25	0.331	-0.645	
17387	40.30	6.76	0	0.049	272	501	82.78	0.372	-0.423	
17388	40.30	7.02	0	0.031	269	502	69.98	0.364	-0.603	
17389	40.30	7.28	0	0.025	269	498	63.61	0.312	-0.698	
17390	40.30	7.54	0	0.031	261	501	64.92	0.344	-0.623	
17391	40.30	7.80	0	0.036	265	500	60.40	0.386	-0.709	
17392	40.30	8.06	0	0.033	262	499	57.90	0.380	-0.660	
17393	40.30	8.32	0	0.042	275	511	45.53	0.192	-0.812	
17394	40.30	8.58	0	0.041	285	531	60.83	0.410	-0.699	
17395	40.30	8.84	0	0.040	258	511	47.75	0.309	-0.783	
17396	40.30	9.10	0	0.031	320	521	81.92	0.756	0.118	
17397	40.30	9.36	0	0.066	263	504	40.52	0.292	-0.586	
17398	40.30	9.62	0	0.045	258	505	43.12	0.268	-0.815	
17399	40.30	9.88	0	0.066	294	530	49.66	0.454	-0.498	
17400	40.30	10.14	0	0.049	256	495	46.48	0.291	-0.836	
17401	40.30	10.40	0	0.048	266	508	42.93	0.205	-0.892	
17402	40.30	10.66	0	0.047	263	506	41.02	0.223	-0.870	
17403	40.30	10.92	0	0.055	252	506	45.14	0.249	-0.885	
17404	40.30	11.18	0	0.048	247	497	44.47	0.264	-0.878	
17405	40.30	11.44	0	0.035	282	526	64.31	0.562	-0.650	
17406	40.30	11.70	0	0.041	294	532	37.49	0.309	-0.890	
17407	40.30	11.96	0	0.055	258	510	46.51	0.284	-0.766	
17408	40.30	12.22	0	0.044	244	487	43.13	0.345	-0.887	
17409	40.30	12.48	0	0.022	280	504	31.52	0.421	-0.826	
17410	40.30	12.74	0	0.044	251	489	37.83	0.202	-0.981	
17411	40.30	13.00	0	0.045	233	492	42.63	0.357	-0.800	
17412	40.30	13.26	0	0.046	240	488	38.73	0.244	-0.954	
17413	40.30	13.52	0	0.053	242	491	36.38	0.272	-0.896	
17414	40.30	13.78	0	0.049	229	483	46.48	0.344	-0.774	
17415	40.30	14.04	0	0.045	247	507	47.64	0.387	-0.833	
17416	40.30	14.30	0	0.039	254	503	45.26	0.361	-0.671	
17417	40.30	14.56	0	0.047	230	484	47.68	0.392	-0.712	
17418	40.30	14.82	0	0.050	240	495	47.51	0.321	-0.806	
17419	40.30	15.08	0	0.056	247	500	46.17	0.329	-0.786	
17420	40.30	15.34	0	0.048	252	480	64.25	0.355	-0.649	
17421	40.30	15.60	0	0.055	241	497	56.59	0.349	-0.588	
17422	40.30	15.86	0	0.050	282	511	65.88	0.306	-0.615	
17423	40.30	16.12	0	0.039	270	507	69.65	0.298	-0.641	
17424	40.30	16.38	0	0.051	270	493	62.64	0.304	-0.649	
17425	40.30	16.64	0	0.046	260	487	67.96	0.296	-0.527	
17426	40.30	16.90	0	0.056	260	493	70.76	0.355	-0.469	
17427	40.30	17.16	0	0.050	268	499	71.49	0.118	-0.613	
17428	40.30	17.42	0	0.054	277	512	75.18	0.214	-0.558	
17429	40.30	17.68	0	0.006	274	507	150.07	-0.162	-0.805	
17430	40.30	17.94	0	0.082	274	536	68.57	0.563	0.223	
17431	40.30	18.20	0	0.110	285	583	63.02	0.743	0.526	
17432	40.30	18.46	0	0.108	277	590	64.58	0.859	0.396	
17433	40.30	18.72	0	0.109	282	625	63.79	1.047	0.884	
17434	40.30	18.98	0	0.105	286	618	64.48	1.086	0.942	
17435	40.30	19.24	0	0.023	326	661	96.92	0.713	0.520	
17436	40.30	19.50	1	0.574	2001	20091	139.84	0.878	-0.651	
17437	40.30	19.76	1	0.293	5955	25022	144.98	-0.056	-0.872	
17438	40.30	20.02	1	0.246	5269	14378	131.06	-0.050	-1.379	
17439	40.30	20.28	1	0.142	2321	5290	140.96	0.979	-0.267	
17440	40.30	20.54	1	0.169	1932	4869	149.32	0.300	-0.940	
17441	40.30	20.80	1	0.132	950	2003	123.18	0.579	-0.816	
17442	40.30	21.06	1	0.047	720	1168	155.37	0.888	0.510	
17443	40.30	21.32	1	0.071	643	1067	8.63	0.287	-0.705	
17444	40.30	21.58	1	0.098	410	777	6.85	0.178	-0.990	
17445	40.30	21.84	1	0.088	318	583	10.25	0.152	-1.000	
17446	40.30	22.10	1	0.053	302	511	174.24	-0.343	-0.472	
17447	40.30	22.36	1	0.061	296	496	162.19	0.011	-0.437	
17448	40.30	22.62	1	0.075	278	428	150.65	-0.470	-0.626	
17449	40.30	22.88	1	0.133	204	403	140.26	-0.178	-1.557	
17450	40.30	23.14	1	0.132	262	478	137.52	-0.005	-1.601	
17451	40.30	23.40	1	0.079	253	411	151.47	-0.498	-0.801	
17452	40.30	23.66	1	0.089	234	368	145.44	-0.332	-1.289	
17453	40.30	23.92	1	0.119	178	326	138.85	-0.218	-1.525	
17454	40.30	24.18	1	0.127	238	412	146.61	-0.162	-1.740	
17455	40.30	24.44	1	0.085	264	445	171.17	0.046	-1.393	
17456	40.30	24.70	1	0.039	627	930	148.34	-0.272	-0.535	
17457	40.30	24.96	1	0.098	1306	2887	59.81	0.159	-0.749	
17458	40.30	25.22	1	0.177	2966	9044	68.55	0.004	-0.584	
17459	40.30	25.48	0	0.076	262	559	128.05	-0.235	-0.073	
17460	40.30	25.74	0	0.118	186	493	112.78	0.008	-0.373	
17461	40.30	26.00	0	0.100	205	525	109.17	0.136	-0.510	
17462	40.30	26.26	0	0.105	200	494	120.33	-0.051	-0.505	
17463	40.30	26.52	0	0.117	183	491	113.13	0.033	-0.417	
17464	40.30	26.78	0	0.096	216	509	114.77	0.108	-0.394	
17465	40.30	27.04	0	0.107	194	495	120.12	0.082	-0.356	
17466	40.30	27.30	0	0.110	177	482	117.73	-0.071	-0.436	
17467	40.30	27.56	0	0.154	302	702	126.09	-0.173	-0.812	
17468	40.30	27.82	0	0.064	246	588	109.42	-0.354	-0.882	
17469	40.30	28.08	0	0.109	205	516	122.98	-0.023	-0.552	
17470	40.30	28.34	0	0.061	207	515	116.14	0.090	-0.229	
17471	40.30	28.60	0	0.168	253	679	113.85	0.429	-0.277	
17472	40.30	28.86	0	0.069	208	535	104.67	0.071	-0.582	
17473	40.56	0.00	0	0.082	299	572	54.85	0.145	-0.811	
17474	40.56	0.26	1	0.914	394	52083	32.41	2.337	4.156	
17475	40.56	0.52	1	0.805	1359	59507	32.67	0.840	-0.814	
17476	40.56	0.78	1	0.745	2403	51493	34.07	0.862	-0.693	
17477	40.56	1.04	1	0.706	2632	35698	31.67	0.898	-0.653	
17478	40.56	1.30	1	0.755	1678	40477	37.41	0.772	-0.952	
17479	40.56	1.56	1	0.778	1866	51619	47.02	1.171	-0.020	
17480	40.56	1.82	0	0.091	310	716	56.52	1.640	2.480	
17481	40.56	2.08	0	0.040	298	494	61.53	0.723	-0.261	
17482	40.56	2.34	0	0.036	287	508	75.06	0.689	0.005	
17483	40.56	2.60	0	0.042	277	493	77.60	0.777	0.094	
17484	40.56	2.86	0	0.053	293	506	75.75	0.644	0.009	
17485	40.56	3.12	0	0.051	294	515	82.28	0.583	-0.011	
17486	40.56	3.38	0	0.030	299	512	82.26	0.501	0.167	
17487	40.56	3.64	0	0.045	287	497	79.76	0.484	-0.101	
17488	40.56	3.90	0	0.035	300	509	78.75	0.599	-0.287	
17489	40.56	4.16	0	0.037	290	504	80.77	0.629	-0.034	
17490	40.56	4.42	0	0.033	298	516	66.84	0.419	-0.395	
17491	40.56	4.68	0	0.025	318	525	96.58	0.897	0.436	
17492	40.56	4.94	0	0.041	269	487	84.52	0.697	-0.107	
17493	40.56	5.20	0	0.059	270	502	89.09	0.435	-0.391	
17494	40.56	5.46	0	0.031	295	528	74.61	0.497	-0.522	
17495	40.56	5.72	0	0.038	296	532	77.55	0.476	-0.502	
17496	40.56	5.98	0	0.036	269	497	77.94	0.542	-0.418	
17497	40.56	6.24	0	0.037	270	497	79.46	0.483	-0.338	
17498	40.56	6.50	0	0.034	274	496	69.80	0.534	-0.472	
17499	40.56	6.76	0	0.036	277	506	73.95	0.533	-0.354	
17500	40.56	7.02	0	0.035	266	498	67.74	0.405	-0.502	
17501	40.56	7.28	0	0.028	265	492	65.64	0.447	-0.505	
17502	40.56	7.54	0	0.035	270	502	64.75	0.432	-0.540	
17503	40.56	7.80	0	0.040	281	505	80.29	0.218	-0.209	
17504	40.56	8.06	0	0.038	267	495	56.78	0.415	-0.691	
17505	40.56	8.32	0	0.031	271	512	66.44	0.500	-0.331	
17506	40.56	8.58	0	0.049	269	509	59.17	0.364	-0.637	
17507	40.56	8.84	0	0.041	254	509	49.16	0.293	-0.811	
17508	40.56	9.10	0	0.044	256	495	47.23	0.286	-0.758	
17509	40.56	9.36	0	0.038	259	486	47.93	0.376	-0.594	
17510	40.56	9.62	0	0.051	257	506	48.29	0.324	-0.785	
17511	40.56	9.88	0	0.054	253	507	44.36	0.273	-0.781	
17512	40.56	10.14	0	0.061	272	530	51.10	0.199	-0.666	
17513	40.56	10.40	0	0.016	276	518	59.30	0.533	-0.687	
17514	40.56	10.66	0	0.051	246	497	44.42	0.266	-0.872	
17515	40.56	10.92	0	0.041	280	529	44.99	0.338	-0.850	
17516	40.56	11.18	0	0.045	258	509	44.31	0.281	-0.900	
17517	40.56	11.44	0	0.045	256	504	44.79	0.203	-0.950	
17518	40.56	11.70	0	0.044	257	510	43.43	0.285	-0.973	
17519	40.56	11.96	0	0.046	247	491	41.22	0.254	-0.857	
17520	40.56	12.22	0	0.045	246	513	33.67	0.125	-1.117	
17521	40.56	12.48	0	0.067	249	516	53.15	0.398	-0.673	
17522	40.56	12.74	0	0.044	236	491	46.67	0.390	-0.736	
17523	40.56	13.00	0	0.046	235	482	46.00	0.416	-0.700	
17524	40.56	13.26	0	0.047	244	489	43.01	0.251	-0.857	
17525	40.56	13.52	0	0.019	285	512	47.85	0.500	-0.717	
17526	40.56	13.78	0	0.029	257	504	35.76	0.195	-0.742	
17527	40.56	14.04	0	0.049	258	510	40.94	0.276	-0.788	
17528	40.56	14.30	0	0.053	226	493	46.87	0.358	-0.726	
17529	40.56	14.56	0	0.046	233	494	55.88	0.458	-0.582	
17530	40.56	14.82	0	0.050	230	487	52.46	0.379	-0.685	
17531	40.56	15.08	0	0.057	237	487	51.24	0.379	-0.681	
17532	40.56	15.34	0	0.092	252	503	54.96	0.179	-0.459	
17533	40.56	15.60	0	0.054	237	499	54.21	0.268	-0.667	
17534	40.56	15.86	0	0.041	271	518	60.85	0.383	-0.620	
17535	40.56	16.12	0	0.068	271	518	77.19	0.310	-0.235	
17536	40.56	16.38	0	0.065	251	498	73.87	0.400	-0.477	
17537	40.56	16.64	0	0.061	275	501	72.14	0.298	-0.540	
17538	40.56	16.90	0	0.055	259	492	70.77	0.198	-0.527	
17539	40.56	17.16	0	0.055	268	506	70.23	0.118	-0.596	
17540	40.56	17.42	0	0.064	258	504	75.18	0.394	-0.494	
17541	40.56	17.68	0	0.084	264	494	78.94	0.387	-0.474	
17542	40.56	17.94	0	0.067	278	540	69.28	0.156	0.025	
17543	40.56	18.20	0	0.106	264	542	66.11	0.648	0.413	
17544	40.56	18.46	0	0.115	270	581	65.30	0.941	0.668	
17545	40.56	18.72	0	0.116	280	593	68.82	0.803	0.194	
17546	40.56	18.98	0	0.114	282	604	67.69	0.867	0.336	
17547	40.56	19.24	0	0.117	287	611	67.50	0.977	0.609	
17548	40.56	19.50	0	0.066	380	678	78.37	0.660	0.028	
17549	40.56	19.76	1	0.547	3118	34963	132.56	0.861	-0.385	
17550	40.56	20.02	1	0.058	217	328	50.29	-0.605	-0.095	
17551	40.56	20.28	1	0.094	535	1016	137.88	0.314	-0.465	
17552	40.56	20.54	1	0.157	1275	3342	128.70	0.189	-0.848	
17553	40.56	20.80	1	0.048	846	1297	145.60	0.068	-1.273	
17554	40.56	21.06	1	0.114	380	720	36.48	0.480	-0.752	
17555	40.56	21.32	1	0.107	273	580	12.29	0.245	-1.076	
17556	40.56	21.58	1	0.122	263	549	171.80	0.143	-1.252	
17557	40.56	21.84	1	0.112	242	493	170.28	-0.024	-1.150	
17558	40.56	22.10	1	0.115	275	512	163.03	-0.265	-1.129	
17559	40.56	22.36	1	0.089	268	483	160.41	-0.150	-0.758	
17560	40.56	22.62	1	0.082	251	431	154.89	-0.065	-0.285	
17561	40.56	22.88	1	0.134	208	383	142.76	-0.249	-1.467	
17562	40.56	23.14	1	0.166	235	446	141.16	-0.112	-1.766	
17563	40.56	23.40	1	0.092	259	446	141.68	-0.219	-1.440	
17564	40.56	23.66	1	0.060	236	390	137.06	-0.230	-1.193	
17565	40.56	23.92	1	0.108	195	340	137.36	-0.230	-1.580	
17566	40.56	24.18	1	0.069	275	399	142.82	-0.502	-1.194	
17567	40.56	24.44	1	0.066	393	550	128.00	-0.127	-1.351	
17568	40.56	24.70	1	0.042	591	791	4.32	0.703	0.316	
17569	40.56	24.96	1	0.104	959	2157	95.42	0.899	0.509	
17570	40.56	25.22	1	0.403	806	3882	61.21	0.785	-0.558	
17571	40.56	25.48	0	0.086	261	584	102.26	0.809	0.957	
17572	40.56	25.74	0	0.114	186	485	114.23	0.089	-0.125	
17573	40.56	26.00	0	0.087	197	502	123.64	-0.136	-0.695	
17574	40.56	26.26	0	0.110	191	493	113.58	0.108	-0.353	
17575	40.56	26.52	0	0.106	270	563	119.89	0.008	-0.335	
17576	40.56	26.78	0	0.112	189	495	115.11	0.117	-0.271	
17577	40.56	27.04	0	0.118	203	507	118.71	-0.123	-0.365	
17578	40.56	27.30	0	0.111	181	476	117.22	0.036	-0.271	
17579	40.56	27.56	0	0.096	244	529	111.40	-0.052	-0.666	
17580	40.56	27.82	0	0.097	183	494	116.86	-0.040	-0.394	
17581	40.56	28.08	0	0.120	230	595	126.15	0.321	-0.451	
17582	40.56	28.34	0	0.150	268	919	71.93	0.587	0.056	
17583	40.56	28.60	0	0.125	217	521	117.02	-0.039	-0.105	
17584	40.56	28.86	0	0.089	192	490	120.05	0.207	-0.384	
17585	40.82	0.00	1	0.783	1927	58146	31.13	0.944	-0.742	
17586	40.82	0.26	1	0.782	1619	50504	32.83	0.866	-0.767	
17587	40.82	0.52	1	0.716	2387	37520	31.65	0.917	-0.553	
17588	40.82	0.78	1	0.698	1999	35810	31.83	0.924	-0.400	
17589	40.82	1.04	1	0.784	1854	51744	36.03	0.938	-0.634	
17590	40.82	1.30	1	0.742	2992	56387	41.84	1.057	-0.285	
17591	40.82	1.56	1	0.778	1892	55632	73.59	1.228	0.096	
17592	40.82	1.82	0	0.041	299	507	54.33	0.522	0.151	
17593	40.82	2.08	1	0.352	546	2607	11.91	1.382	0.878	
17594	40.82	2.34	0	0.029	310	515	64.88	0.661	-0.156	
17595	40.82	2.60	0	0.049	293	494	74.87	0.713	-0.139	
17596	40.82	2.86	0	0.055	286	496	84.50	0.622	0.175	
17597	40.82	3.12	0	0.047	289	503	85.31	0.628	0.263	
17598	40.82	3.38	0	0.055	283	500	85.72	0.587	0.115	
17599	40.82	3.64	0	0.049	287	499	88.62	0.557	0.233	
17600	40.82	3.90	0	0.041	295	504	84.09	0.555	-0.179	
17601	40.82	4.16	0	0.047	295	500	85.47	0.817	0.440	
17602	40.82	4.42	0	0.041	293	501	85.55	0.646	-0.089	
17603	40.82	4.68	0	0.043	288	509	88.57	0.628	-0.138	
17604	40.82	4.94	0	0.058	278	506	105.25	0.993	1.000	
17605	40.82	5.20	0	0.050	280	492	83.74	0.708	-0.031	
17606	40.82	5.46	0	0.046	288	499	91.71	0.879	0.382	
17607	40.82	5.72	0	0.063	273	518	78.80	0.482	-0.547	
17608	40.82	5.98	0	0.040	274	487	77.41	0.601	-0.183	
17609	40.82	6.24	0	0.039	281	494	78.14	0.456	-0.269	
17610	40.82	6.50	0	0.034	277	492	75.64	0.636	-0.143	
17611	40.82	6.76	0	0.042	277	506	80.58	0.552	-0.102	
17612	40.82	7.02	0	0.030	267	499	70.14	0.402	-0.332	
17613	40.82	7.28	0	0.030	272	502	69.79	0.456	-0.352	
17614	40.82	7.54	0	0.035	273	508	71.51	0.343	-0.434	
17615	40.82	7.80	0	0.044	270	499	65.23	0.365	-0.562	
17616	40.82	8.06	0	0.037	270	511	63.32	0.348	-0.585	
17617	40.82	8.32	0	0.038	264	502	57.46	0.470	-0.585	
17618	40.82	8.58	0	0.051	260	498	47.39	0.288	-0.662	
17619	40.82	8.84	0	0.035	255	509	55.07	0.422	-0.585	
17620	40.82	9.10	0	0.041	254	493	50.54	0.254	-0.792	
17621	40.82	9.36	0	0.045	251	475	48.87	0.369	-0.684	
17622	40.82	9.62	0	0.044	249	497	48.02	0.344	-0.645	
17623	40.82	9.88	0	0.048	251	500	48.84	0.361	-0.747	
17624	40.82	10.14	0	0.052	264	506	48.08	0.321	-0.798	
17625	40.82	10.40	0	0.030	278	589	137.83	0.584	-0.656	
17626	40.82	10.66	0	0.064	314	628	24.53	0.624	-0.327	
17627	40.82	10.92	0	0.069	289	542	48.48	0.019	-0.764	
17628	40.82	11.18	0	0.049	265	518	46.48	0.245	-0.811	
17629	40.82	11.44	0	0.045	243	498	49.72	0.280	-0.737	
17630	40.82	11.70	0	0.045	246	498	49.59	0.357	-0.753	
17631	40.82	11.96	0	0.050	246	490	47.33	0.303	-0.759	
17632	40.82	12.22	0	0.054	235	493	50.97	0.401	-0.739	
17633	40.82	12.48	0	0.041	266	520	53.00	0.469	-0.758	
17634	40.82	12.74	0	0.046	248	495	48.97	0.390	-0.805	
17635	40.82	13.00	0	0.050	237	484	49.87	0.429	-0.720	
17636	40.82	13.26	0	0.047	230	488	48.98	0.355	-0.764	
17637	40.82	13.52	0	0.046	228	480	52.61	0.371	-0.602	
17638	40.82	13.78	0	0.050	231	488	51.23	0.381	-0.638	
17639	40.82	14.04	0	0.052	242	512	57.70	0.378	-0.593	
17640	40.82	14.30	0	0.057	261	527	59.19	0.429	-0.629	
17641	40.82	14.56	0	0.049	247	502	57.51	0.313	-0.624	
17642	40.82	14.82	0	0.052	228	482	56.04	0.397	-0.585	
17643	40.82	15.08	0	0.054	225	488	57.52	0.357	-0.664	
17644	40.82	15.34	0	0.057	253	484	59.96	0.397	-0.531	
17645	40.82	15.60	0	0.058	233	491	63.57	0.449	-0.549	
17646	40.82	15.86	0	0.052	248	497	66.32	0.354	-0.636	
17647	40.82	16.12	0	0.076	285	566	71.48	0.301	-0.482	
17648	40.82	16.38	0	0.127	323	575	38.16	0.626	-0.551	
17649	40.82	16.64	0	0.067	243	488	70.08	0.422	-0.501	
17650	40.82	16.90	0	0.175	286	642	40.43	0.511	0.083	
17651	40.82	17.16	0	0.069	261	500	74.60	0.450	-0.557	
17652	40.82	17.42	0	0.079	274	520	64.45	0.431	-0.296	
17653	40.82	17.68	0	0.081	252	505	77.52	0.440	-0.490	
17654	40.82	17.94	0	0.100	248	511	76.20	0.283	-0.597	
17655	40.82	18.20	0	0.105	257	538	67.11	0.610	0.469	
17656	40.82	18.46	0	0.114	263	556	68.99	0.827	0.218	
17657	40.82	18.72	0	0.118	269	583	66.33	0.638	0.040	
17658	40.82	18.98	0	0.119	283	632	68.25	0.932	0.494	
17659	40.82	19.24	0	0.128	252	602	66.85	0.852	0.163	
17660	40.82	19.50	0	0.137	264	628	62.83	0.643	-0.193	
17661	40.82	19.76	0	0.168	583	1368	83.57	1.384	1.024	
17662	40.82	20.02	1	0.088	156	250	64.86	-0.460	-1.162	
17663	40.82	20.28	1	0.075	186	318	70.66	-0.497	-0.974	
17664	40.82	20.54	1	0.154	1970	4728	144.26	0.421	-0.790	
17665	40.82	20.80	1	0.076	886	1567	13.25	0.442	-0.880	
17666	40.82	21.06	1	0.135	308	539	49.83	-0.002	-1.024	
17667	40.82	21.32	1	0.073	220	401	36.96	0.673	-0.551	
17668	40.82	21.58	1	0.038	250	420	160.13	0.542	1.201	
17669	40.82	21.84	1	0.075	253	435	160.68	-0.096	-0.146	
17670	40.82	22.10	1	0.104	237	434	159.92	-0.246	-0.774	
17671	40.82	22.36	1	0.121	230	442	154.28	-0.236	-1.396	
17672	40.82	22.62	1	0.100	296	506	138.58	-0.208	-1.409	
17673	40.82	22.88	1	0.058	263	400	137.83	-0.205	-0.601	
17674	40.82	23.14	1	0.116	223	397	132.79	-0.230	-1.450	
17675	40.82	23.40	1	0.129	224	401	134.01	-0.333	-1.607	
17676	40.82	23.66	1	0.067	278	427	125.63	-0.206	-1.277	
17677	40.82	23.92	1	0.076	250	382	126.60	-0.129	-1.468	
17678	40.82	24.18	1	0.009	407	552	105.68	0.345	-0.415	
17679	40.82	24.44	1	0.038	414	581	114.02	-0.517	-0.590	
17680	40.82	24.70	1	0.041	622	1021	168.61	1.203	1.018	
17681	40.82	24.96	1	0.388	5270	26240	51.41	0.643	-0.705	
17682	40.82	25.22	0	0.108	206	512	107.82	-0.035	-0.394	
17683	40.82	25.48	0	0.109	198	499	111.87	-0.037	-0.201	
17684	40.82	25.74	0	0.087	223	530	112.58	-0.011	-0.199	
17685	40.82	26.00	0	0.098	249	577	114.81	0.342	-0.020	
17686	40.82	26.26	0	0.102	219	523	114.17	0.254	-0.261	
17687	40.82	26.52	0	0.098	207	533	108.84	0.033	-0.550	
17688	40.82	26.78	0	0.057	434	1321	123.04	0.302	-0.814	
17689	40.82	27.04	0	0.143	278	604	110.71	0.197	-0.532	
17690	40.82	27.30	0	0.095	205	517	114.14	-0.162	-0.302	
17691	40.82	27.56	0	0.101	190	488	116.51	0.065	-0.340	
17692	40.82	27.82	0	0.101	187	480	116.03	-0.028	-0.304	
17693	40.82	28.08	0	0.078	255	563	124.33	0.297	-0.450	
17694	40.82	28.34	0	0.127	215	509	117.78	0.302	-0.195	
17695	40.82	28.60	0	0.082	211	503	115.70	0.051	-0.286	
17696	40.82	28.86	0	0.103	192	491	117.79	0.186	-0.273	
17697	41.08	0.00	1	0.799	1690	54479	31.57	1.097	-0.205	
17698	41.08	0.26	1	0.541	2071	17442	31.95	0.610	-1.002	
17699	41.08	0.52	1	0.633	2263	28323	31.67	0.897	-0.611	
17700	41.08	0.78	1	0.708	2514	40506	36.96	0.760	-0.928	
